Application_Number,API,STAV,smazat
2015-31418,PUV/31418,Zaniklý dokument,NULL
2015-31419,PUV/31419,Zaniklý dokument,NULL
2015-31420,PUV/31420,Zaniklý dokument,NULL
2015-31423,PUV/31423,Zaniklý dokument,NULL
2015-31434,PUV/31434,Platný dokument,NULL
2015-31448,PUV/31448,Zaniklý dokument,NULL
2015-31451,PUV/31451,Zaniklý dokument,NULL
2015-31452,PUV/31452,Platný dokument,NULL
2015-31453,PUV/31453,Zaniklý dokument,NULL
2015-31455,PUV/31455,Zaniklý dokument,NULL
2015-31471,PUV/31471,Platný dokument,NULL
2015-31475,PUV/31475,Zaniklý dokument,NULL
2015-31476,PUV/31476,Zaniklý dokument,NULL
2015-31478,PUV/31478,Zaniklý dokument,NULL
2015-31481,PUV/31481,Platný dokument,NULL
2015-31487,PUV/31487,Zaniklý dokument,NULL
2015-31489,PUV/31489,Zaniklý dokument,NULL
2015-31490,PUV/31490,Zaniklý dokument,NULL
2015-31496,PUV/31496,Zaniklý dokument,NULL
2015-31497,PUV/31497,Zaniklý dokument,NULL
2015-31508,PUV/31508,Platný dokument,NULL
2015-31509,PUV/31509,Platný dokument,NULL
2015-31511,PUV/31511,Zaniklý dokument,NULL
2015-31514,PUV/31514,Zaniklý dokument,NULL
2015-31518,PUV/31518,Zaniklý dokument,NULL
2015-31519,PUV/31519,Zaniklý dokument,NULL
2015-31526,PUV/31526,Zaniklý dokument,NULL
2015-31527,PUV/31527,Platný dokument,NULL
2015-31531,PUV/31531,Zaniklý dokument,NULL
2015-31532,PUV/31532,Zaniklý dokument,NULL
2015-31533,PUV/31533,Platný dokument,NULL
2015-31535,PUV/31535,Zaniklý dokument,NULL
2015-31536,PUV/31536,Zaniklý dokument,NULL
2015-31542,PUV/31542,Zaniklý dokument,NULL
2015-31545,PUV/31545,Platný dokument,NULL
2015-31547,PUV/31547,Zaniklý dokument,NULL
2015-31552,PUV/31552,Platný dokument,NULL
2015-31555,PUV/31555,Zaniklý dokument,NULL
2015-31563,PUV/31563,Platný dokument,NULL
2015-31564,PUV/31564,Zaniklý dokument,NULL
2015-31565,PUV/31565,Platný dokument,NULL
2015-31571,PUV/31571,Platný dokument,NULL
2015-31572,PUV/31572,Zaniklý dokument,NULL
2015-31573,PUV/31573,Zaniklý dokument,NULL
2015-31576,PUV/31576,Zaniklý dokument,NULL
2015-31581,PUV/31581,Zaniklý dokument,NULL
2015-31583,PUV/31583,Platný dokument,NULL
2015-31585,PUV/31585,Zaniklý dokument,NULL
2015-31588,PUV/31588,Zaniklý dokument,NULL
2015-31590,PUV/31590,Zaniklý dokument,NULL
2015-31592,PUV/31592,Zaniklý dokument,NULL
2015-31597,PUV/31597,Zaniklý dokument,NULL
2015-31598,PUV/31598,Zaniklý dokument,NULL
2015-31601,PUV/31601,Zaniklý dokument,NULL
2015-31621,PUV/31621,Zaniklý dokument,NULL
2015-31626,PUV/31626,Zaniklý dokument,NULL
2015-31628,PUV/31628,Platný dokument,NULL
2015-31630,PUV/31630,Zaniklý dokument,NULL
2015-31647,PUV/31647,Zaniklý dokument,NULL
2015-31651,PUV/31651,Zaniklý dokument,NULL
2015-31655,PUV/31655,Zaniklý dokument,NULL
2015-31657,PUV/31657,Zaniklý dokument,NULL
2015-31672,PUV/31672,Zaniklý dokument,NULL
2015-31676,PUV/31676,Zaniklý dokument,NULL
2015-31678,PUV/31678,Zaniklý dokument,NULL
2015-31679,PUV/31679,Zaniklý dokument,NULL
2015-31680,PUV/31680,Platný dokument,NULL
2015-31682,PUV/31682,Zaniklý dokument,NULL
2015-31688,PUV/31688,Zaniklý dokument,NULL
2015-31689,PUV/31689,Zaniklý dokument,NULL
2015-31695,PUV/31695,Zaniklý dokument,NULL
2015-31696,PUV/31696,Zaniklý dokument,NULL
2015-31697,PUV/31697,Platný dokument,NULL
2015-31700,PUV/31700,Zaniklý dokument,NULL
2015-31701,PUV/31701,Zaniklý dokument,NULL
2015-31712,PUV/31712,Zaniklý dokument,NULL
2015-31713,PUV/31713,Zaniklý dokument,NULL
2015-31714,PUV/31714,Zaniklý dokument,NULL
2015-31716,PUV/31716,Zaniklý dokument,NULL
2015-31721,PUV/31721,Zaniklý dokument,NULL
2015-31723,PUV/31723,Zaniklý dokument,NULL
2015-31731,PUV/31731,Zaniklý dokument,NULL
2015-31732,PUV/31732,Zaniklý dokument,NULL
2015-31734,PUV/31734,Zaniklý dokument,NULL
2015-31741,PUV/31741,Zaniklý dokument,NULL
2015-31747,PUV/31747,Zaniklý dokument,NULL
2015-31749,PUV/31749,Zaniklý dokument,NULL
2015-31754,PUV/31754,Zaniklý dokument,NULL
2015-31755,PUV/31755,Zaniklý dokument,NULL
2015-31756,PUV/31756,Zaniklý dokument,NULL
2015-31758,PUV/31758,Platný dokument,NULL
2015-31765,PUV/31765,Zaniklý dokument,NULL
2015-31766,PUV/31766,Zaniklý dokument,NULL
2015-31767,PUV/31767,Zaniklý dokument,NULL
2015-31768,PUV/31768,Zaniklý dokument,NULL
2015-31780,PUV/31780,Platný dokument,NULL
2015-31787,PUV/31787,Zaniklý dokument,NULL
2015-31798,PUV/31798,Zaniklý dokument,NULL
2015-31799,PUV/31799,Zaniklý dokument,NULL
2015-31800,PUV/31800,Zaniklý dokument,NULL
2015-31802,PUV/31802,Zaniklý dokument,NULL
2015-31808,PUV/31808,Zaniklý dokument,NULL
2015-31819,PUV/31819,Zaniklý dokument,NULL
2015-31833,PUV/31833,Zaniklý dokument,NULL
2015-31848,PUV/31848,Zaniklý dokument,NULL
2015-31850,PUV/31850,Zaniklý dokument,NULL
2015-31858,PUV/31858,Zaniklý dokument,NULL
2015-31862,PUV/31862,Zaniklý dokument,NULL
2015-31877,PUV/31877,Zaniklý dokument,NULL
2015-31878,PUV/31878,Zaniklý dokument,NULL
2015-31888,PUV/31888,Zaniklý dokument,NULL
2015-31892,PUV/31892,Zaniklý dokument,NULL
2015-31893,PUV/31893,Zaniklý dokument,NULL
2015-31897,PUV/31897,Zaniklý dokument,NULL
2015-31900,PUV/31900,Zaniklý dokument,NULL
2015-31907,PUV/31907,Zaniklý dokument,NULL
2015-31915,PUV/31915,Zaniklý dokument,NULL
2015-31919,PUV/31919,Zaniklý dokument,NULL
2015-31928,PUV/31928,Zaniklý dokument,NULL
2015-31929,PUV/31929,Zaniklý dokument,NULL
2015-31933,PUV/31933,Zaniklý dokument,NULL
2015-31935,PUV/31935,Zaniklý dokument,NULL
2015-31943,PUV/31943,Platný dokument,NULL
2015-31949,PUV/31949,Platný dokument,NULL
2015-31960,PUV/31960,Zaniklý dokument,NULL
2015-31964,PUV/31964,Zaniklý dokument,NULL
2015-31965,PUV/31965,Zaniklý dokument,NULL
2015-31974,PUV/31974,Platný dokument,NULL
2015-31976,PUV/31976,Platný dokument,NULL
2015-31980,PUV/31980,Platný dokument,NULL
2015-31983,PUV/31983,Zaniklý dokument,NULL
2015-325,PT/2015-325,Zaniklý dokument,NULL
2015-326,PT/2015-326,Platný dokument,NULL
2015-327,PT/2015-327,Negativně ukončený po zveřejněnĂ­,NULL
2015-330,PT/2015-330,Zaniklý dokument,NULL
2015-331,PT/2015-331,Zaniklý dokument,NULL
2015-337,PT/2015-337,Zaniklý dokument,NULL
2015-349,PT/2015-349,Platný dokument,NULL
2015-359,PT/2015-359,Platný dokument,NULL
2015-360,PT/2015-360,Platný dokument,NULL
2015-363,PT/2015-363,Platný dokument,NULL
2015-364,PT/2015-364,Platný dokument,NULL
2015-367,PT/2015-367,Zaniklý dokument,NULL
2015-370,PT/2015-370,Zaniklý dokument,NULL
2015-372,PT/2015-372,Platný dokument,NULL
2015-376,PT/2015-376,Zaniklý dokument,NULL
2015-37,PT/2015-37,Platný dokument,NULL
2015-382,PT/2015-382,Platný dokument,NULL
2015-385,PT/2015-385,Zaniklý dokument,NULL
2015-392,PT/2015-392,Zaniklý dokument,NULL
2015-399,PT/2015-399,Platný dokument,NULL
2015-3,PT/2015-3,Zaniklý dokument,NULL
2015-402,PT/2015-402,Zaniklý dokument,NULL
2015-404,PT/2015-404,Negativně ukončený po zveřejněnĂ­,NULL
2015-40,PT/2015-40,Zaniklý dokument,NULL
2015-413,PT/2015-413,Platný dokument na poshovovací lhůtě,NULL
2015-417,PT/2015-417,Negativně ukončený po zveřejněnĂ­,NULL
2015-420,PT/2015-420,Zaniklý dokument,NULL
2015-422,PT/2015-422,Platný dokument,NULL
2015-428,PT/2015-428,Zaniklý dokument,NULL
2015-42,PT/2015-42,Negativně ukončený po zveřejněnĂ­,NULL
2015-444,PT/2015-444,Zaniklý dokument,NULL
2015-449,PT/2015-449,Platný dokument,NULL
2015-44,PT/2015-44,Zveřejněná přihláška,NULL
2015-455,PT/2015-455,Zaniklý dokument,NULL
2015-458,PT/2015-458,Platný dokument na poshovovací lhůtě,NULL
2015-459,PT/2015-459,Platný dokument,NULL
2015-460,PT/2015-460,Negativně ukončený po zveřejněnĂ­,NULL
2015-475,PT/2015-475,Platný dokument,NULL
2015-480,PT/2015-480,Platný dokument,NULL
2015-483,PT/2015-483,Platný dokument,NULL
2015-485,PT/2015-485,Zaniklý dokument,NULL
2015-487,PT/2015-487,Zaniklý dokument,NULL
2015-495,PT/2015-495,Zaniklý dokument,NULL
2015-503,PT/2015-503,Platný dokument,NULL
2015-510,PT/2015-510,Zaniklý dokument,NULL
2015-511,PT/2015-511,Zaniklý dokument,NULL
2015-520,PT/2015-520,Zaniklý dokument,NULL
2015-52,PT/2015-52,Platný dokument,NULL
2015-530,PT/2015-530,Negativně ukončený po zveřejněnĂ­,NULL
2015-534,PT/2015-534,Zaniklý dokument,NULL
2015-542,PT/2015-542,Zaniklý dokument,NULL
2015-544,PT/2015-544,Zaniklý dokument,NULL
2015-547,PT/2015-547,Zaniklý dokument,NULL
2015-548,PT/2015-548,Zaniklý dokument,NULL
2015-549,PT/2015-549,Zaniklý dokument,NULL
2015-55,PT/2015-55,Zaniklý dokument,NULL
2015-561,PT/2015-561,Platný dokument na poshovovací lhůtě,NULL
2015-564,PT/2015-564,Zaniklý dokument,NULL
2015-565,PT/2015-565,Zaniklý dokument,NULL
2015-567,PT/2015-567,Platný dokument,NULL
2015-578,PT/2015-578,Zaniklý dokument,NULL
2015-57,PT/2015-57,Zveřejněná přihláška,NULL
2015-582,PT/2015-582,Zaniklý dokument,NULL
2015-584,PT/2015-584,Zaniklý dokument,NULL
2015-585,PT/2015-585,Zaniklý dokument,NULL
2015-58,PT/2015-58,Platný dokument,NULL
2015-590,PT/2015-590,Zaniklý dokument,NULL
2015-591,PT/2015-591,Platný dokument,NULL
2015-596,PT/2015-596,Zaniklý dokument,NULL
2015-598,PT/2015-598,Zaniklý dokument,NULL
2015-603,PT/2015-603,Zaniklý dokument,NULL
2015-618,PT/2015-618,Platný dokument,NULL
2015-619,PT/2015-619,Platný dokument,NULL
2015-620,PT/2015-620,Zaniklý dokument,NULL
2015-628,PT/2015-628,Zaniklý dokument,NULL
2015-629,PT/2015-629,Zaniklý dokument,NULL
2015-631,PT/2015-631,Platný dokument,NULL
2015-635,PT/2015-635,Platný dokument,NULL
2015-637,PT/2015-637,Negativně ukončený po zveřejněnĂ­,NULL
2015-638,PT/2015-638,Negativně ukončený po zveřejněnĂ­,NULL
2015-63,PT/2015-63,Zaniklý dokument,NULL
2015-645,PT/2015-645,Zaniklý dokument,NULL
2015-647,PT/2015-647,Zaniklý dokument,NULL
2015-648,PT/2015-648,Zaniklý dokument,NULL
2015-654,PT/2015-654,Zaniklý dokument,NULL
2015-655,PT/2015-655,Zaniklý dokument,NULL
2015-657,PT/2015-657,Zaniklý dokument,NULL
2015-661,PT/2015-661,Platný dokument na poshovovací lhůtě,NULL
2015-667,PT/2015-667,Zaniklý dokument,NULL
2015-670,PT/2015-670,Platný dokument,NULL
2015-671,PT/2015-671,Platný dokument,NULL
2015-672,PT/2015-672,Zaniklý dokument,NULL
2015-677,PT/2015-677,Zaniklý dokument,NULL
2015-679,PT/2015-679,Zaniklý dokument,NULL
2015-682,PT/2015-682,Platný dokument na poshovovací lhůtě,NULL
2015-683,PT/2015-683,Zaniklý dokument,NULL
2015-685,PT/2015-685,Zaniklý dokument,NULL
2015-690,PT/2015-690,Platný dokument na poshovovací lhůtě,NULL
2015-693,PT/2015-693,Zaniklý dokument,NULL
2015-696,PT/2015-696,Zaniklý dokument,NULL
2015-697,PT/2015-697,Zaniklý dokument,NULL
2015-6,PT/2015-6,Zaniklý dokument,NULL
2015-704,PT/2015-704,Platný dokument,NULL
2015-707538,EP/3097134,Neúčinný EP od počátku,NULL
2015-70,PT/2015-70,Zaniklý dokument,NULL
2015-717,PT/2015-717,Zaniklý dokument,NULL
2015-71,PT/2015-71,Zaniklý dokument,NULL
2015-721,PT/2015-721,Zaniklý dokument,NULL
2015-724,PT/2015-724,Platný dokument,NULL
2015-727869,EP/3139951,Platný dokument,NULL
2015-729750,EP/3148997,Neúčinný EP od počátku,NULL
2015-730,PT/2015-730,Zaniklý dokument,NULL
2015-732,PT/2015-732,Zaniklý dokument,NULL
2015-73,PT/2015-73,Zaniklý dokument,NULL
2015-744865,EP/3152246,Neúčinný EP od počátku,NULL
2015-744,PT/2015-744,Zaniklý dokument,NULL
2015-749964,EP/3183098,Neúčinný EP od počátku,NULL
2015-749,PT/2015-749,Zaniklý dokument,NULL
2015-750,PT/2015-750,Zaniklý dokument,NULL
2015-754,PT/2015-754,Zaniklý dokument,NULL
2015-763,PT/2015-763,Negativně ukončený po zveřejněnĂ­,NULL
2015-766732,EP/3230533,Neúčinný EP od počátku,NULL
2015-770,PT/2015-770,Platný dokument,NULL
2015-774495,EP/3186387,Neúčinný EP od počátku,NULL
2015-774847,EP/3229771,Neúčinný EP od počátku,NULL
2015-775,PT/2015-775,Zaniklý dokument,NULL
2015-783,PT/2015-783,Zaniklý dokument,NULL
2015-785,PT/2015-785,Platný dokument,NULL
2015-786,PT/2015-786,Zveřejněná přihláška,NULL
2015-787,PT/2015-787,Zaniklý dokument,NULL
2015-790,PT/2015-790,Platný dokument,NULL
2015-792,PT/2015-792,Zaniklý dokument,NULL
2015-794055,EP/3325480,Neúčinný EP od počátku,NULL
2015-794056,EP/3233861,Neúčinný EP od počátku,NULL
2015-794,PT/2015-794,Platný dokument,NULL
2015-797580,EP/3209999,Negativně ukončený po zveřejněnĂ­,NULL
2015-7,PT/2015-7,Zaniklý dokument,NULL
2015-802,PT/2015-802,Zaniklý dokument,NULL
2015-803,PT/2015-803,Zaniklý dokument,NULL
2015-811,PT/2015-811,Zaniklý dokument,NULL
2015-812,PT/2015-812,Negativně ukončený po zveřejněnĂ­,NULL
2015-813910,EP/3380990,Neúčinný EP od počátku,NULL
2015-813,PT/2015-813,Platný dokument,NULL
2015-814,PT/2015-814,Zaniklý dokument,NULL
2015-815,PT/2015-815,Zaniklý dokument,NULL
2015-816355,EP/3215840,Neúčinný EP od počátku,NULL
2015-816356,EP/3229772,Zaniklý dokument,NULL
2015-820,PT/2015-820,Platný dokument,NULL
2015-823306,EP/3233860,Neúčinný EP od počátku,NULL
2015-823584,EP/3262184,Platný dokument,NULL
2015-825,PT/2015-825,Platný dokument,NULL
2015-828,PT/2015-828,Zaniklý dokument,NULL
2015-830,PT/2015-830,Platný dokument,NULL
2015-835,PT/2015-835,Zaniklý dokument,NULL
2015-836,PT/2015-836,Platný dokument,NULL
2015-841,PT/2015-841,Zaniklý dokument,NULL
2015-842,PT/2015-842,Platný dokument,NULL
2015-845,PT/2015-845,Zaniklý dokument,NULL
2015-846,PT/2015-846,Zaniklý dokument,NULL
2015-848,PT/2015-848,Zaniklý dokument,NULL
2015-850,PT/2015-850,Platný dokument,NULL
2015-854,PT/2015-854,Zaniklý dokument,NULL
2015-855,EP/3028779,Neúčinný EP od počátku,NULL
2015-863,PT/2015-863,Zaniklý dokument,NULL
2015-865,PT/2015-865,Negativně ukončený po zveřejněnĂ­,NULL
2015-866,PT/2015-866,Negativně ukončený po zveřejněnĂ­,NULL
2015-867,PT/2015-867,Platný dokument,NULL
2015-876,PT/2015-876,Zaniklý dokument,NULL
2015-877,PT/2015-877,Zaniklý dokument,NULL
2015-878,PT/2015-878,Zaniklý dokument,NULL
2015-882,PT/2015-882,Platný dokument,NULL
2015-889,PT/2015-889,Zaniklý dokument,NULL
2015-892,PT/2015-892,Zaniklý dokument,NULL
2015-894,PT/2015-894,Zaniklý dokument,NULL
2015-895,PT/2015-895,Platný dokument,NULL
2015-898,PT/2015-898,Zaniklý dokument,NULL
2015-8,PT/2015-8,Zaniklý dokument,NULL
2015-902,PT/2015-902,Platný dokument,NULL
2015-905,PT/2015-905,Zaniklý dokument,NULL
2015-906,PT/2015-906,Zaniklý dokument,NULL
2015-909,PT/2015-909,Platný dokument,NULL
2015-911,PT/2015-911,Zaniklý dokument,NULL
2015-912,PT/2015-912,Zaniklý dokument,NULL
2015-919,PT/2015-919,Zaniklý dokument,NULL
2015-920,PT/2015-920,Platný dokument,NULL
2015-922,PT/2015-922,Platný dokument,NULL
2015-923,PT/2015-923,Platný dokument,NULL
2015-925,PT/2015-925,Platný dokument,NULL
2015-928,PT/2015-928,Zaniklý dokument,NULL
2015-929,PT/2015-929,Negativně ukončený po zveřejněnĂ­,NULL
2015-935,PT/2015-935,Negativně ukončený po zveřejněnĂ­,NULL
2015-937,PT/2015-937,Platný dokument,NULL
2015-948,PT/2015-948,Platný dokument,NULL
2015-949,PT/2015-949,Zaniklý dokument,NULL
2015-953,PT/2015-953,Platný dokument,NULL
2015-960,PT/2015-960,Zaniklý dokument,NULL
2015-962,PT/2015-962,Zaniklý dokument,NULL
2016-105,PT/2016-105,Platný dokument,NULL
2016-117,PT/2016-117,Negativně ukončený po zveřejněnĂ­,NULL
2016-123,PT/2016-123,Zaniklý dokument,NULL
2016-133,PT/2016-133,Platný dokument,NULL
2016-135,PT/2016-135,Zaniklý dokument,NULL
2016-137,PT/2016-137,Negativně ukončený po zveřejněnĂ­,NULL
2016-139,PT/2016-139,Zaniklý dokument,NULL
2016-140,PT/2016-140,Zaniklý dokument,NULL
2016-14,PT/2016-14,Zaniklý dokument,NULL
2016-151,PT/2016-151,Platný dokument,NULL
2016-152684,EP/3050805,Platný dokument,NULL
2016-156563,EP/3101189,Neúčinný EP od počátku,NULL
2016-159530,EP/3076144,Neúčinný EP od počátku,NULL
2016-159531,EP/3127885,Neúčinný EP od počátku,NULL
2016-168601,EP/3242083,Neúčinný EP od počátku,NULL
2016-177475,EP/3113582,Neúčinný EP od počátku,NULL
2016-177634,EP/3263418,Platný dokument,NULL
2016-177,PT/2016-177,Zaniklý dokument,NULL
2016-181626,EP/3124632,Neúčinný EP od počátku,NULL
2016-190447,EP/3147347,Neúčinný EP od počátku,NULL
2016-195711,EP/3315037,Neúčinný EP od počátku,NULL
2016-19,PT/2016-19,Zaniklý dokument,NULL
2016-1,PT/2016-1,Zaniklý dokument,NULL
2016-215,PT/2016-215,Platný dokument,NULL
2016-217,PT/2016-217,Negativně ukončený po zveřejněnĂ­,NULL
2016-220,PT/2016-220,Zaniklý dokument,NULL
2016-225,PT/2016-225,Zaniklý dokument,NULL
2016-228,PT/2016-228,Platný dokument,NULL
2016-233,PT/2016-233,Platný dokument,NULL
2016-242,PT/2016-242,Zaniklý dokument,NULL
2016-24,PT/2016-24,Zaniklý dokument,NULL
2016-253,PT/2016-253,Zaniklý dokument,NULL
2016-255,PT/2016-255,Zaniklý dokument,NULL
2016-268,PT/2016-268,Negativně ukončený po zveřejněnĂ­,NULL
2016-269,PT/2016-269,Zaniklý dokument,NULL
2016-2718,EP/3339856,Neúčinný EP od počátku,NULL
2016-272,PT/2016-272,Zaniklý dokument,NULL
2016-278,PT/2016-278,Platný dokument,NULL
2016-290,PT/2016-290,Zaniklý dokument,NULL
2016-301,PT/2016-301,Zaniklý dokument,NULL
2016-311,PT/2016-311,Zaniklý dokument,NULL
2016-312,PT/2016-312,Zaniklý dokument,NULL
2016-316,PT/2016-316,Platný dokument na poshovovací lhůtě,NULL
2016-31992,PUV/31992,Zaniklý dokument,NULL
2016-31996,PUV/31996,Zaniklý dokument,NULL
2016-31,PT/2016-31,Zaniklý dokument,NULL
2016-32000,PUV/32000,Platný dokument,NULL
2016-32005,PUV/32005,Zaniklý dokument,NULL
2016-32006,PUV/32006,Zaniklý dokument,NULL
2016-32010,PUV/32010,Zaniklý dokument,NULL
2016-32018,PUV/32018,Zaniklý dokument,NULL
2016-32026,PUV/32026,Zaniklý dokument,NULL
2016-32031,PUV/32031,Zaniklý dokument,NULL
2016-32033,PUV/32033,Zaniklý dokument,NULL
2016-32037,PUV/32037,Zaniklý dokument,NULL
2016-32039,PUV/32039,Zaniklý dokument,NULL
2016-32043,PUV/32043,Zaniklý dokument,NULL
2016-32054,PUV/32054,Platný dokument,NULL
2016-32063,PUV/32063,Zaniklý dokument,NULL
2016-32066,PUV/32066,Zaniklý dokument,NULL
2016-32067,PUV/32067,Zaniklý dokument,NULL
2016-32093,PUV/32093,Platný dokument,NULL
2016-32098,PUV/32098,Platný dokument,NULL
2016-32112,PUV/32112,Zaniklý dokument,NULL
2016-32122,PUV/32122,Platný dokument,NULL
2016-32137,PUV/32137,Zaniklý dokument,NULL
2016-32141,PUV/32141,Platný dokument,NULL
2016-32151,PUV/32151,Platný dokument,NULL
2016-32164,PUV/32164,Zaniklý dokument,NULL
2016-32166,PUV/32166,Zaniklý dokument,NULL
2016-32167,PUV/32167,Zaniklý dokument,NULL
2016-32174,PUV/32174,Zaniklý dokument,NULL
2016-32177,PUV/32177,Zaniklý dokument,NULL
2016-32182,PUV/32182,Zaniklý dokument,NULL
2016-32183,PUV/32183,Zaniklý dokument,NULL
2016-32196,PUV/32196,Zaniklý dokument,NULL
2016-32204,PUV/32204,Zaniklý dokument,NULL
2016-32227,PUV/32227,Zaniklý dokument,NULL
2016-32230,PUV/32230,Zaniklý dokument,NULL
2016-32249,PUV/32249,Zaniklý dokument,NULL
2016-32277,PUV/32277,Zaniklý dokument,NULL
2016-32281,PUV/32281,Zaniklý dokument,NULL
2016-32295,PUV/32295,Zaniklý dokument,NULL
2016-32300,PUV/32300,Zaniklý dokument,NULL
2016-32328,PUV/32328,Zaniklý dokument,NULL
2016-32331,PUV/32331,Zaniklý dokument,NULL
2016-32338,PUV/32338,Zaniklý dokument,NULL
2016-32380,PUV/32380,Zaniklý dokument,NULL
2016-32386,PUV/32386,Zaniklý dokument,NULL
2016-32409,PUV/32409,Zaniklý dokument,NULL
2016-32410,PUV/32410,Zaniklý dokument,NULL
2016-32413,PUV/32413,Zaniklý dokument,NULL
2016-32414,PUV/32414,Zaniklý dokument,NULL
2016-32415,PUV/32415,Zaniklý dokument,NULL
2016-32420,PUV/32420,Platný dokument,NULL
2016-32431,PUV/32431,Platný dokument,NULL
2016-32446,PUV/32446,Zaniklý dokument,NULL
2016-32448,PUV/32448,Zaniklý dokument,NULL
2016-32468,PUV/32468,Zaniklý dokument,NULL
2016-32469,PUV/32469,Zaniklý dokument,NULL
2016-32475,PUV/32475,Zaniklý dokument,NULL
2016-32478,PUV/32478,Zaniklý dokument,NULL
2016-32479,PUV/32479,Zaniklý dokument,NULL
2016-32480,PUV/32480,Zaniklý dokument,NULL
2016-32481,PUV/32481,Zaniklý dokument,NULL
2016-32482,PUV/32482,Zaniklý dokument,NULL
2016-32493,PUV/32493,Zaniklý dokument,NULL
2016-32500,PUV/32500,Zaniklý dokument,NULL
2016-32504,PUV/32504,Zaniklý dokument,NULL
2016-32517,PUV/32517,Zaniklý dokument,NULL
2016-32519,PUV/32519,Zaniklý dokument,NULL
2016-32522,PUV/32522,Zaniklý dokument,NULL
2016-32525,PUV/32525,Zaniklý dokument,NULL
2016-32526,PUV/32526,Zaniklý dokument,NULL
2016-32534,PUV/32534,Zaniklý dokument,NULL
2016-32552,PUV/32552,Zaniklý dokument,NULL
2016-32553,PUV/32553,Zaniklý dokument,NULL
2016-32557,PUV/32557,Zaniklý dokument,NULL
2016-32558,PUV/32558,Zaniklý dokument,NULL
2016-32567,PUV/32567,Zaniklý dokument,NULL
2016-32568,PUV/32568,Zaniklý dokument,NULL
2016-32590,PUV/32590,Zaniklý dokument,NULL
2016-32591,PUV/32591,Zaniklý dokument,NULL
2016-32592,PUV/32592,Zaniklý dokument,NULL
2016-325,PT/2016-325,Zaniklý dokument,NULL
2016-32601,PUV/32601,Zaniklý dokument,NULL
2016-32612,PUV/32612,Platný dokument,NULL
2016-32615,PUV/32615,Zaniklý dokument,NULL
2016-32621,PUV/32621,Zaniklý dokument,NULL
2016-32623,PUV/32623,Zaniklý dokument,NULL
2016-32633,PUV/32633,Zaniklý dokument,NULL
2016-32637,PUV/32637,Zaniklý dokument,NULL
2016-32646,PUV/32646,Platný dokument,NULL
2016-32663,PUV/32663,Zaniklý dokument,NULL
2016-32664,PUV/32664,Zaniklý dokument,NULL
2016-32665,PUV/32665,Zaniklý dokument,NULL
2016-32666,PUV/32666,Zaniklý dokument,NULL
2016-32667,PUV/32667,Zaniklý dokument,NULL
2016-32668,PUV/32668,Zaniklý dokument,NULL
2016-32669,PUV/32669,Zaniklý dokument,NULL
2016-32670,PUV/32670,Zaniklý dokument,NULL
2016-32671,PUV/32671,Zaniklý dokument,NULL
2016-32672,PUV/32672,Zaniklý dokument,NULL
2016-32673,PUV/32673,Zaniklý dokument,NULL
